Thread | Job | Op | Time(s)
    14 |  14 |  9 | 0.00000000
    14 |  14 | 10 | 0.00000000
    14 |  14 | 11 | 0.00000000
    14 |  14 | 12 | 0.00000000
    14 |  14 | 13 | 0.00000000
    14 |  14 | 14 | 0.00000000
    14 |  14 | 15 | 0.00000000
    14 |  14 | 16 | 0.00000000
    14 |  14 | 17 | 0.00000000
    14 |  14 | 18 | 0.00000000
    14 |  14 | 19 | 0.00000000
    14 |  14 | 20 | 0.00000000
    14 |  14 | 21 | 0.00000000
    14 |  14 | 22 | 0.00000000
    14 |  14 | 23 | 0.00000000
    14 |  14 | 24 | 0.00000000
    15 |  15 |  0 | 0.00000000
    15 |  15 |  1 | 0.00000000
    15 |  15 |  2 | 0.00000000
    15 |  15 |  3 | 0.00000000
    15 |  15 |  4 | 0.00000000
    15 |  15 |  5 | 0.00000000
    15 |  15 |  6 | 0.00000000
    15 |  15 |  7 | 0.00000000
    15 |  15 |  8 | 0.00000000
    15 |  15 |  9 | 0.00000000
    15 |  15 | 10 | 0.00000000
    15 |  15 | 11 | 0.00000000
    15 |  15 | 12 | 0.00000000
    15 |  15 | 13 | 0.00000000
    15 |  15 | 14 | 0.00000000
    15 |  15 | 15 | 0.00000000
    15 |  15 | 16 | 0.00000000
    15 |  15 | 17 | 0.00000000
    15 |  15 | 18 | 0.00000000
    15 |  15 | 19 | 0.00000000
    15 |  15 | 20 | 0.00000000
    15 |  15 | 21 | 0.00000000
    15 |  15 | 22 | 0.00000000
    15 |  15 | 23 | 0.00000000
    15 |  15 | 24 | 0.00000000
    15 |  15 |  0 | 0.00000000
    15 |  15 |  1 | 0.00000000
    15 |  15 |  2 | 0.00000000
    15 |  15 |  3 | 0.00000000
    15 |  15 |  4 | 0.00000000
    15 |  15 |  5 | 0.00000000
    15 |  15 |  6 | 0.00000000
    15 |  15 |  7 | 0.00000000
    15 |  15 |  8 | 0.00000000
    15 |  15 |  9 | 0.00000000
    15 |  15 | 10 | 0.00000000
    15 |  15 | 11 | 0.00000000
    15 |  15 | 12 | 0.00000000
    15 |  15 | 13 | 0.00000000
    15 |  15 | 14 | 0.00000000
    15 |  15 | 15 | 0.00000000
    15 |  15 | 16 | 0.00000000
    15 |  15 | 17 | 0.00000000
    15 |  15 | 18 | 0.00000000
    15 |  15 | 19 | 0.00000000
    15 |  15 | 20 | 0.00000000
    15 |  15 | 21 | 0.00000000
    15 |  15 | 22 | 0.00000000
    15 |  15 | 23 | 0.00000000
    15 |  15 | 24 | 0.00000000
    16 |  16 |  0 | 0.00000000
    16 |  16 |  1 | 0.00000000
    16 |  16 |  2 | 0.00000000
    16 |  16 |  3 | 0.00000000
    16 |  16 |  4 | 0.00000000
    16 |  16 |  5 | 0.00000000
    16 |  16 |  6 | 0.00000000
    16 |  16 |  7 | 0.00000000
    16 |  16 |  8 | 0.00000000
    16 |  16 |  9 | 0.00000000
    16 |  16 | 10 | 0.00000000
    16 |  16 | 11 | 0.00000000
    16 |  16 | 12 | 0.00000000
    16 |  16 | 13 | 0.00000000
    16 |  16 | 14 | 0.00000000
    16 |  16 | 15 | 0.00000000
    16 |  16 | 16 | 0.00000000
    16 |  16 | 17 | 0.00000000
    16 |  16 | 18 | 0.00000000
    16 |  16 | 19 | 0.00000000
    16 |  16 | 20 | 0.00000000
    16 |  16 | 21 | 0.00000000
    16 |  16 | 22 | 0.00000000
    16 |  16 | 23 | 0.00000000
    16 |  16 | 24 | 0.00000000
    16 |  16 |  0 | 0.00000000
    16 |  16 |  1 | 0.00000000
    16 |  16 |  2 | 0.00000000
    16 |  16 |  3 | 0.00000000
    16 |  16 |  4 | 0.00000000
    16 |  16 |  5 | 0.00000000
    16 |  16 |  6 | 0.00000000
    16 |  16 |  7 | 0.00000000
    16 |  16 |  8 | 0.00000000
    16 |  16 |  9 | 0.00000000
    16 |  16 | 10 | 0.00000000
    16 |  16 | 11 | 0.00000000
    16 |  16 | 12 | 0.00000000
    16 |  16 | 13 | 0.00000000
    16 |  16 | 14 | 0.00000000
    16 |  16 | 15 | 0.00000000
    16 |  16 | 16 | 0.00000000
    16 |  16 | 17 | 0.00000000
    16 |  16 | 18 | 0.00000000
    16 |  16 | 19 | 0.00000000
    16 |  16 | 20 | 0.00000000
    16 |  16 | 21 | 0.00000000
    16 |  16 | 22 | 0.00000000
    16 |  16 | 23 | 0.00000000
    16 |  16 | 24 | 0.00000000
    17 |  17 |  0 | 0.00000000
    17 |  17 |  1 | 0.00000000
    17 |  17 |  2 | 0.00000000
    17 |  17 |  3 | 0.00000000
    17 |  17 |  4 | 0.00000000
    17 |  17 |  5 | 0.00000000
    17 |  17 |  6 | 0.00000000
    17 |  17 |  7 | 0.00000000
    17 |  17 |  8 | 0.00000000
    17 |  17 |  9 | 0.00000000
    17 |  17 | 10 | 0.00000000
    17 |  17 | 11 | 0.00000000
    17 |  17 | 12 | 0.00000000
    17 |  17 | 13 | 0.00000000
    17 |  17 | 14 | 0.00000000
    17 |  17 | 15 | 0.00000000
    17 |  17 | 16 | 0.00000000
    17 |  17 | 17 | 0.00000000
    17 |  17 | 18 | 0.00000000
    17 |  17 | 19 | 0.00000000
    17 |  17 | 20 | 0.00000000
    17 |  17 | 21 | 0.00000000
    17 |  17 | 22 | 0.00000000
    17 |  17 | 23 | 0.00000000
    17 |  17 | 24 | 0.00000000
    17 |  17 |  0 | 0.00000000
    17 |  17 |  1 | 0.00000000
    17 |  17 |  2 | 0.00000000
    17 |  17 |  3 | 0.00099993
    17 |  17 |  4 | 0.00000000
    17 |  17 |  5 | 0.00000000
    17 |  17 |  6 | 0.00000000
    17 |  17 |  7 | 0.00000000
    17 |  17 |  8 | 0.00000000
    17 |  17 |  9 | 0.00000000
    17 |  17 | 10 | 0.00000000
    17 |  17 | 11 | 0.00000000
    17 |  17 | 12 | 0.00000000
    17 |  17 | 13 | 0.00000000
    17 |  17 | 14 | 0.00000000
    17 |  17 | 15 | 0.00000000
    17 |  17 | 16 | 0.00000000
    17 |  17 | 17 | 0.00000000
    17 |  17 | 18 | 0.00000000
    17 |  17 | 19 | 0.00000000
    17 |  17 | 20 | 0.00000000
    17 |  17 | 21 | 0.00000000
    17 |  17 | 22 | 0.00000000
    17 |  17 | 23 | 0.00000000
    17 |  17 | 24 | 0.00000000
    18 |  18 |  0 | 0.00000000
    18 |  18 |  1 | 0.00000000
    18 |  18 |  2 | 0.00000000
    18 |  18 |  3 | 0.00000000
    18 |  18 |  4 | 0.00000000
    18 |  18 |  5 | 0.00000000
    18 |  18 |  6 | 0.00000000
    18 |  18 |  7 | 0.00000000
    18 |  18 |  8 | 0.00000000
    18 |  18 |  9 | 0.00000000
    18 |  18 | 10 | 0.00000000
    18 |  18 | 11 | 0.00000000
    18 |  18 | 12 | 0.00000000
    18 |  18 | 13 | 0.00000000
    18 |  18 | 14 | 0.00000000
    18 |  18 | 15 | 0.00000000
    18 |  18 | 16 | 0.00000000
    18 |  18 | 17 | 0.00000000
    18 |  18 | 18 | 0.00000000
    18 |  18 | 19 | 0.00000000
    18 |  18 | 20 | 0.00000000
    18 |  18 | 21 | 0.00000000
    18 |  18 | 22 | 0.00000000
    18 |  18 | 23 | 0.00000000
    18 |  18 | 24 | 0.00000000
    18 |  18 |  0 | 0.00000000
    18 |  18 |  1 | 0.00000000
    18 |  18 |  2 | 0.00000000
    18 |  18 |  3 | 0.00000000
    18 |  18 |  4 | 0.00000000
    18 |  18 |  5 | 0.00000000
    18 |  18 |  6 | 0.00000000
    18 |  18 |  7 | 0.00000000
    18 |  18 |  8 | 0.00000000
    18 |  18 |  9 | 0.00000000
    18 |  18 | 10 | 0.00000000
    18 |  18 | 11 | 0.00000000
    18 |  18 | 12 | 0.00000000
    18 |  18 | 13 | 0.00000000
    18 |  18 | 14 | 0.00000000
    18 |  18 | 15 | 0.00000000
    18 |  18 | 16 | 0.00000000
    18 |  18 | 17 | 0.00000000
    18 |  18 | 18 | 0.00000000
    18 |  18 | 19 | 0.00000000
    18 |  18 | 20 | 0.00000000
    18 |  18 | 21 | 0.00000000
    18 |  18 | 22 | 0.00000000
    18 |  18 | 23 | 0.00000000
    18 |  18 | 24 | 0.00000000
    19 |  19 |  0 | 0.00000000
    19 |  19 |  1 | 0.00000000
    19 |  19 |  2 | 0.00000000
    19 |  19 |  3 | 0.00000000
    19 |  19 |  4 | 0.00000000
    19 |  19 |  5 | 0.00000000
    19 |  19 |  6 | 0.00000000
    19 |  19 |  7 | 0.00000000
    19 |  19 |  8 | 0.00000000
    19 |  19 |  9 | 0.00000000
    19 |  19 | 10 | 0.00000000
    19 |  19 | 11 | 0.00000000
    19 |  19 | 12 | 0.00000000
    19 |  19 | 13 | 0.00000000
    19 |  19 | 14 | 0.00000000
    19 |  19 | 15 | 0.00000000
    19 |  19 | 16 | 0.00000000
    19 |  19 | 17 | 0.00000000
    19 |  19 | 18 | 0.00000000
    19 |  19 | 19 | 0.00000000
    19 |  19 | 20 | 0.00000000
    19 |  19 | 21 | 0.00000000
    19 |  19 | 22 | 0.00000000
    19 |  19 | 23 | 0.00000000
    19 |  19 | 24 | 0.00000000
    19 |  19 |  0 | 0.00000000
    19 |  19 |  1 | 0.00000000
    19 |  19 |  2 | 0.00000000
    19 |  19 |  3 | 0.00000000
    19 |  19 |  4 | 0.00000000
    19 |  19 |  5 | 0.00000000
    19 |  19 |  6 | 0.00000000
    19 |  19 |  7 | 0.00000000
    19 |  19 |  8 | 0.00000000
    19 |  19 |  9 | 0.00000000
    19 |  19 | 10 | 0.00000000
    19 |  19 | 11 | 0.00000000
    19 |  19 | 12 | 0.00000000
    19 |  19 | 13 | 0.00000000
    19 |  19 | 14 | 0.00000000
    19 |  19 | 15 | 0.00000000
    19 |  19 | 16 | 0.00000000
    19 |  19 | 17 | 0.00000000
    19 |  19 | 18 | 0.00000000
    19 |  19 | 19 | 0.00000000
    19 |  19 | 20 | 0.00000000
    19 |  19 | 21 | 0.00000000
    19 |  19 | 22 | 0.00000000
    19 |  19 | 23 | 0.00000000
    19 |  19 | 24 | 0.00000000
    20 |  20 |  0 | 0.00000000
    20 |  20 |  1 | 0.00000000
    20 |  20 |  2 | 0.00000000
    20 |  20 |  3 | 0.00000000
    20 |  20 |  4 | 0.00000000
    20 |  20 |  5 | 0.00000000
    20 |  20 |  6 | 0.00000000
    20 |  20 |  7 | 0.00000000
    20 |  20 |  8 | 0.00000000
    20 |  20 |  9 | 0.00000000
    20 |  20 | 10 | 0.00000000
    20 |  20 | 11 | 0.00000000
    20 |  20 | 12 | 0.00000000
    20 |  20 | 13 | 0.00000000
    20 |  20 | 14 | 0.00000000
    20 |  20 | 15 | 0.00000000
    20 |  20 | 16 | 0.00000000
    20 |  20 | 17 | 0.00000000
    20 |  20 | 18 | 0.00000000
    20 |  20 | 19 | 0.00000000
    20 |  20 | 20 | 0.00000000
    20 |  20 | 21 | 0.00000000
    20 |  20 | 22 | 0.00000000
    20 |  20 | 23 | 0.00000000
    20 |  20 | 24 | 0.00000000
    20 |  20 |  0 | 0.00000000
    20 |  20 |  1 | 0.00000000
    20 |  20 |  2 | 0.00000000
    20 |  20 |  3 | 0.00000000
    20 |  20 |  4 | 0.00000000
    20 |  20 |  5 | 0.00000000
    20 |  20 |  6 | 0.00000000
    20 |  20 |  7 | 0.00000000
    20 |  20 |  8 | 0.00000000
    20 |  20 |  9 | 0.00000000
    20 |  20 | 10 | 0.00000000
    20 |  20 | 11 | 0.00000000
    20 |  20 | 12 | 0.00000000
    20 |  20 | 13 | 0.00000000
    20 |  20 | 14 | 0.00000000
    20 |  20 | 15 | 0.00000000
    20 |  20 | 16 | 0.00000000
    20 |  20 | 17 | 0.00000000
    20 |  20 | 18 | 0.00000000
    20 |  20 | 19 | 0.00000000
    20 |  20 | 20 | 0.00000000
    20 |  20 | 21 | 0.00000000
    20 |  20 | 22 | 0.00000000
    20 |  20 | 23 | 0.00000000
    20 |  20 | 24 | 0.00000000
    21 |  21 |  0 | 0.00000000
    21 |  21 |  1 | 0.00000000
    21 |  21 |  2 | 0.00000000
    21 |  21 |  3 | 0.00000000
    21 |  21 |  4 | 0.00000000
    21 |  21 |  5 | 0.00000000
    21 |  21 |  6 | 0.00000000
    21 |  21 |  7 | 0.00000000
    21 |  21 |  8 | 0.00000000
    21 |  21 |  9 | 0.00000000
    21 |  21 | 10 | 0.00000000
    21 |  21 | 11 | 0.00000000
    21 |  21 | 12 | 0.00000000
    21 |  21 | 13 | 0.00000000
    21 |  21 | 14 | 0.00000000
    21 |  21 | 15 | 0.00000000
    21 |  21 | 16 | 0.00000000
    21 |  21 | 17 | 0.00000000
    21 |  21 | 18 | 0.00000000
    21 |  21 | 19 | 0.00000000
    21 |  21 | 20 | 0.00000000
    21 |  21 | 21 | 0.00000000
    21 |  21 | 22 | 0.00000000
    21 |  21 | 23 | 0.00000000
    21 |  21 | 24 | 0.00000000
    21 |  21 |  0 | 0.00000000
    21 |  21 |  1 | 0.00000000
    21 |  21 |  2 | 0.00000000
    21 |  21 |  3 | 0.00000000
    21 |  21 |  4 | 0.00000000
    21 |  21 |  5 | 0.00000000
    21 |  21 |  6 | 0.00000000
    21 |  21 |  7 | 0.00000000
    21 |  21 |  8 | 0.00000000
    21 |  21 |  9 | 0.00000000
    21 |  21 | 10 | 0.00000000
    21 |  21 | 11 | 0.00000000
    21 |  21 | 12 | 0.00000000
    21 |  21 | 13 | 0.00000000
    21 |  21 | 14 | 0.00000000
    21 |  21 | 15 | 0.00000000
    21 |  21 | 16 | 0.00000000
    21 |  21 | 17 | 0.00000000
    21 |  21 | 18 | 0.00000000
    21 |  21 | 19 | 0.00000000
    21 |  21 | 20 | 0.00000000
    21 |  21 | 21 | 0.00000000
    21 |  21 | 22 | 0.00000000
    21 |  21 | 23 | 0.00000000
    21 |  21 | 24 | 0.00000000
    22 |  22 |  0 | 0.00000000
    22 |  22 |  1 | 0.00000000
    22 |  22 |  2 | 0.00000000
    22 |  22 |  3 | 0.00000000
    22 |  22 |  4 | 0.00000000
    22 |  22 |  5 | 0.00000000
    22 |  22 |  6 | 0.00000000
    22 |  22 |  7 | 0.00000000
    22 |  22 |  8 | 0.00000000
    22 |  22 |  9 | 0.00000000
    22 |  22 | 10 | 0.00000000
    22 |  22 | 11 | 0.00000000
    22 |  22 | 12 | 0.00000000
    22 |  22 | 13 | 0.00000000
    22 |  22 | 14 | 0.00000000
    22 |  22 | 15 | 0.00000000
    22 |  22 | 16 | 0.00000000
    22 |  22 | 17 | 0.00000000
    22 |  22 | 18 | 0.00000000
    22 |  22 | 19 | 0.00000000
    22 |  22 | 20 | 0.00000000
    22 |  22 | 21 | 0.00000000
    22 |  22 | 22 | 0.00000000
    22 |  22 | 23 | 0.00000000
    22 |  22 | 24 | 0.00000000
    22 |  22 |  0 | 0.00000000
    22 |  22 |  1 | 0.00000000
    22 |  22 |  2 | 0.00000000
    22 |  22 |  3 | 0.00000000
    22 |  22 |  4 | 0.00000000
    22 |  22 |  5 | 0.00000000
    22 |  22 |  6 | 0.00000000
    22 |  22 |  7 | 0.00000000
    22 |  22 |  8 | 0.00000000
    22 |  22 |  9 | 0.00000000
    22 |  22 | 10 | 0.00000000
    22 |  22 | 11 | 0.00000000
    22 |  22 | 12 | 0.00000000
    22 |  22 | 13 | 0.00000000
    22 |  22 | 14 | 0.00000000
    22 |  22 | 15 | 0.00000000
    22 |  22 | 16 | 0.00000000
    22 |  22 | 17 | 0.00000000
    22 |  22 | 18 | 0.00000000
    22 |  22 | 19 | 0.00000000
    22 |  22 | 20 | 0.00000000
    22 |  22 | 21 | 0.00000000
    22 |  22 | 22 | 0.00000000
    22 |  22 | 23 | 0.00000000
    22 |  22 | 24 | 0.00000000
    23 |  23 |  0 | 0.00000000
    23 |  23 |  1 | 0.00000000
    23 |  23 |  2 | 0.00000000
    23 |  23 |  3 | 0.00000000
    23 |  23 |  4 | 0.00000000
    23 |  23 |  5 | 0.00000000
    23 |  23 |  6 | 0.00000000
    23 |  23 |  7 | 0.00000000
    23 |  23 |  8 | 0.00000000
    23 |  23 |  9 | 0.00000000
    23 |  23 | 10 | 0.00000000
    23 |  23 | 11 | 0.00000000
    23 |  23 | 12 | 0.00000000
    23 |  23 | 13 | 0.00000000
    23 |  23 | 14 | 0.00000000
    23 |  23 | 15 | 0.00000000
    23 |  23 | 16 | 0.00000000
    23 |  23 | 17 | 0.00000000
    23 |  23 | 18 | 0.00000000
    23 |  23 | 19 | 0.00000000
    23 |  23 | 20 | 0.00000000
    23 |  23 | 21 | 0.00000000
    23 |  23 | 22 | 0.00000000
    23 |  23 | 23 | 0.00000000
    23 |  23 | 24 | 0.00000000
    23 |  23 |  0 | 0.00000000
    23 |  23 |  1 | 0.00000000
    23 |  23 |  2 | 0.00000000
    23 |  23 |  3 | 0.00000000
    23 |  23 |  4 | 0.00000000
    23 |  23 |  5 | 0.00000000
    23 |  23 |  6 | 0.00000000
    23 |  23 |  7 | 0.00000000
    23 |  23 |  8 | 0.00000000
    23 |  23 |  9 | 0.00000000
    23 |  23 | 10 | 0.00000000
    23 |  23 | 11 | 0.00000000
    23 |  23 | 12 | 0.00000000
    23 |  23 | 13 | 0.00000000
    23 |  23 | 14 | 0.00000000
    23 |  23 | 15 | 0.00000000
    23 |  23 | 16 | 0.00000000
    23 |  23 | 17 | 0.00000000
    23 |  23 | 18 | 0.00000000
    23 |  23 | 19 | 0.00000000
    23 |  23 | 20 | 0.00000000
    23 |  23 | 21 | 0.00000000
    23 |  23 | 22 | 0.00000000
    23 |  23 | 23 | 0.00000000
    23 |  23 | 24 | 0.00000000
    24 |  24 |  0 | 0.00000000
    24 |  24 |  1 | 0.00000000
    24 |  24 |  2 | 0.00000000
    24 |  24 |  3 | 0.00000000
    24 |  24 |  4 | 0.00000000
    24 |  24 |  5 | 0.00000000
    24 |  24 |  6 | 0.00000000
    24 |  24 |  7 | 0.00000000
    24 |  24 |  8 | 0.00000000
    24 |  24 |  9 | 0.00000000
    24 |  24 | 10 | 0.00000000
    24 |  24 | 11 | 0.00000000
    24 |  24 | 12 | 0.00000000
    24 |  24 | 13 | 0.00000000
    24 |  24 | 14 | 0.00000000
    24 |  24 | 15 | 0.00000000
    24 |  24 | 16 | 0.00000000
    24 |  24 | 17 | 0.00000000
    24 |  24 | 18 | 0.00000000
    24 |  24 | 19 | 0.00000000
    24 |  24 | 20 | 0.00000000
    24 |  24 | 21 | 0.00000000
    24 |  24 | 22 | 0.00000000
    24 |  24 | 23 | 0.00000000
    24 |  24 | 24 | 0.00000000
    24 |  24 |  0 | 0.00000000
    24 |  24 |  1 | 0.00000000
    24 |  24 |  2 | 0.00000000
    24 |  24 |  3 | 0.00000000
    24 |  24 |  4 | 0.00000000
    24 |  24 |  5 | 0.00000000
    24 |  24 |  6 | 0.00000000
    24 |  24 |  7 | 0.00000000
    24 |  24 |  8 | 0.00000000
    24 |  24 |  9 | 0.00000000
    24 |  24 | 10 | 0.00000000
    24 |  24 | 11 | 0.00000000
    24 |  24 | 12 | 0.00000000
    24 |  24 | 13 | 0.00000000
    24 |  24 | 14 | 0.00000000
    24 |  24 | 15 | 0.00000000
    24 |  24 | 16 | 0.00000000
    24 |  24 | 17 | 0.00000000
    24 |  24 | 18 | 0.00000000
    24 |  24 | 19 | 0.00000000
    24 |  24 | 20 | 0.00000000
    24 |  24 | 21 | 0.00000000
    24 |  24 | 22 | 0.00000000
    24 |  24 | 23 | 0.00000000
    24 |  24 | 24 | 0.00000000
